,Answer.1gamemove.yes_pc_agree,Answer.2reasoning.yes_pc_agree,Answer.4shareinformation.yes_pc_agree,Answer.3rapport.yes_pc_agree
2597,1.0,1.0,1.0,0.8
2598,0.8,0.8,0.8,0.8
2599,1.0,1.0,1.0,1.0
2600,0.6,0.6,0.6,0.6
2601,0.6,0.6,0.8,0.8
2602,1.0,0.6,0.6,0.6
2603,0.6,0.8,0.8,1.0
2604,0.6,0.6,0.6,0.6
2605,1.0,0.6,1.0,1.0
2606,0.8,0.6,0.6,0.8
2607,0.8,0.6,0.8,0.6
2608,0.8,1.0,0.8,1.0
2609,0.8,0.6,0.6,0.6
2610,1.0,0.6,0.6,0.8
2611,0.8,0.8,0.8,0.8
2612,0.8,0.6,0.8,0.8
2613,1.0,0.8,0.8,0.8
2614,1.0,0.8,0.8,0.6
2615,1.0,1.0,0.6,0.8
2616,0.6,0.8,0.6,0.6
2618,0.8,0.8,1.0,0.6
2619,1.0,1.0,0.8,1.0
2620,1.0,0.8,0.8,0.8
2621,0.8,0.6,0.8,0.6
2622,1.0,1.0,0.8,1.0
2623,1.0,1.0,1.0,1.0
2624,1.0,0.6,0.8,0.8
2625,0.8,0.6,0.6,0.8
2626,0.6,0.6,0.8,0.6
2627,0.8,0.8,1.0,0.8
2628,0.6,0.6,0.6,0.8
2629,0.8,0.6,0.8,0.6
2630,1.0,0.8,0.8,0.8
2631,1.0,1.0,1.0,1.0
2632,0.6,0.6,0.6,0.8
2633,0.8,0.6,0.6,0.6
2634,0.8,0.8,0.8,0.8
2635,0.6,1.0,0.6,0.6
2636,0.6,0.6,0.6,0.6
2637,0.6,0.6,0.8,0.6
2638,0.8,0.8,0.8,0.8
2639,1.0,1.0,0.8,0.8
2640,0.8,0.6,0.6,0.6
2641,1.0,0.8,0.6,0.8
2642,0.6,0.6,0.6,0.6
2643,0.6,0.6,0.6,0.6
2644,0.8,0.6,1.0,0.8
2645,0.6,0.6,0.8,0.6
2646,0.6,0.8,0.6,0.8
2647,1.0,0.6,0.6,0.6
2648,0.6,0.6,0.8,0.8
2649,1.0,0.6,0.8,0.6
2650,0.8,0.8,0.6,0.8
2652,0.8,0.6,0.8,0.8
2653,0.6,0.8,0.6,0.6
2654,1.0,0.8,0.6,1.0
2655,0.6,0.6,0.6,0.8
2656,0.6,0.6,0.6,0.6
2657,0.8,1.0,1.0,1.0
2659,1.0,0.8,0.8,0.8
2660,0.6,0.6,0.6,0.6
2661,0.6,0.8,0.6,0.6
2662,0.6,0.8,0.8,0.6
2663,0.8,0.6,0.8,0.8
2664,1.0,0.8,0.6,1.0
2665,0.8,0.8,1.0,0.8
2666,0.8,0.6,0.6,0.6
2667,0.6,0.6,0.8,0.8
2668,0.6,1.0,1.0,1.0
2669,0.6,1.0,0.6,0.6
2670,0.6,0.6,0.8,0.6
2671,0.6,0.8,1.0,0.8
2672,0.8,1.0,0.8,0.8
2673,0.8,0.6,0.6,0.6
2674,0.8,0.6,0.6,1.0
2675,0.6,0.8,0.8,0.6
2676,1.0,0.8,0.8,0.8
2678,1.0,0.8,1.0,0.8
2679,0.6,0.6,0.8,0.8
2680,1.0,0.6,0.8,0.6
2681,0.8,0.6,0.6,0.8
2684,0.6,0.8,0.6,0.6
2685,1.0,1.0,1.0,0.6
2686,1.0,0.6,0.6,0.8
2687,0.6,0.6,0.6,0.6
2688,1.0,0.8,0.8,1.0
2689,1.0,1.0,1.0,1.0
2690,0.8,0.6,0.8,0.8
2691,0.6,0.6,0.6,0.8
2692,1.0,0.6,0.6,0.8
2693,0.8,0.8,1.0,0.6
2694,1.0,1.0,1.0,0.8
2695,0.8,0.6,0.6,0.6
2697,0.6,0.8,0.6,0.8
2698,0.8,0.6,0.6,0.6
2699,0.8,0.6,0.6,0.6
2700,1.0,0.8,0.8,0.8
2701,0.6,0.8,0.6,0.8
2702,0.8,0.6,0.6,0.6
2703,0.8,1.0,0.8,1.0
2704,0.8,0.8,0.8,0.8
2705,0.6,0.8,0.6,0.6
2706,0.6,0.6,0.8,1.0
2709,0.8,0.6,0.6,0.6
2710,1.0,1.0,1.0,1.0
2711,0.8,0.8,0.8,0.6
2712,0.8,0.8,0.8,0.8
2713,0.8,1.0,0.8,0.8
2714,1.0,1.0,1.0,1.0
2715,0.8,1.0,0.6,0.6
2716,1.0,1.0,0.8,0.8
2717,1.0,0.6,0.6,0.8
2718,0.6,1.0,0.8,0.8
2719,0.8,0.8,1.0,0.8
2720,1.0,0.8,0.8,0.8
2721,1.0,1.0,1.0,1.0
2722,0.6,0.8,0.6,0.6
2723,0.8,0.6,0.6,0.6
2724,0.8,0.8,0.6,0.6
2725,1.0,0.6,0.6,0.6
2726,1.0,1.0,1.0,1.0
2727,0.8,0.8,0.8,0.8
2728,0.8,0.8,0.8,0.8
2729,0.8,0.8,1.0,0.8
2730,0.8,0.6,0.6,0.6
2731,1.0,1.0,1.0,0.8
2732,0.8,0.8,0.8,0.6
2734,0.8,0.8,0.6,0.6
2735,1.0,1.0,0.8,0.6
2736,1.0,0.8,1.0,0.8
2737,1.0,0.6,0.8,0.6
2738,0.6,0.6,0.6,0.8
2739,1.0,0.6,0.8,0.6
2741,0.8,0.6,0.6,0.6
2742,0.6,1.0,1.0,0.8
2743,1.0,0.6,1.0,0.8
2744,0.8,0.8,0.6,0.6
2745,1.0,0.8,1.0,0.8
2746,0.6,0.6,0.6,0.8
2747,0.6,0.8,0.6,0.6
2748,0.8,1.0,0.8,0.8
2749,0.8,0.6,0.6,0.8
2750,0.8,0.6,0.6,0.6
2751,1.0,0.8,1.0,1.0
2752,0.8,0.8,1.0,1.0
2753,0.8,0.6,0.6,0.6
2754,0.8,0.8,0.8,0.8
2755,0.8,0.6,0.6,0.6
2756,1.0,0.6,1.0,0.8
2757,0.8,1.0,0.8,0.8
2758,0.8,0.6,1.0,1.0
2759,0.8,1.0,0.8,0.6
2760,0.6,0.8,0.6,0.6
2761,0.6,0.8,0.6,1.0
2762,1.0,0.6,0.6,0.6
2763,0.8,0.8,0.6,1.0
2764,1.0,0.6,0.8,0.8
2765,0.8,1.0,0.8,0.8
2766,0.8,0.6,0.8,0.8
2767,0.8,0.8,0.8,0.8
2768,1.0,0.6,0.6,0.6
2769,0.8,0.8,0.8,0.6
2770,1.0,0.8,0.6,0.6
2771,0.8,0.6,1.0,1.0
2772,0.8,0.6,0.8,0.8
2773,0.6,1.0,0.8,0.8
2774,0.8,0.6,1.0,1.0
2775,0.8,0.6,0.6,0.8
2776,1.0,0.8,0.8,0.8
2777,1.0,0.8,0.8,1.0
2778,1.0,1.0,1.0,1.0
2779,0.6,0.6,0.6,0.6
2780,1.0,0.6,0.8,0.6
2781,0.6,0.8,0.8,0.8
2783,0.6,0.8,0.6,0.6
2784,0.8,0.6,0.6,0.8
2785,0.6,0.6,0.6,0.6
2786,0.8,0.8,0.8,1.0
2787,0.8,0.6,0.6,0.6
2789,0.8,0.6,0.6,0.8
2790,1.0,1.0,0.6,0.8
2791,0.6,0.6,0.6,0.6
2792,0.8,0.8,1.0,1.0
2793,0.8,0.6,0.6,0.6
2794,1.0,1.0,0.8,0.8
2795,0.8,0.8,0.6,0.6
2796,0.8,0.8,0.8,0.8
2797,1.0,1.0,1.0,1.0
2798,0.8,0.6,0.6,0.6
2799,0.8,1.0,0.8,0.8
2800,1.0,1.0,0.8,1.0
2801,1.0,1.0,1.0,1.0
2802,1.0,0.8,1.0,1.0
2803,1.0,0.6,0.6,1.0
2804,0.8,0.8,0.8,0.8
2805,0.8,0.6,0.6,0.6
2806,1.0,1.0,1.0,0.8
2807,0.6,0.8,0.6,0.8
2808,1.0,0.8,1.0,1.0
2809,0.6,0.8,0.8,0.6
2810,1.0,0.8,0.8,0.8
2811,1.0,1.0,0.8,1.0
2812,0.8,0.6,0.6,0.6
2813,0.8,0.6,0.6,0.6
2814,0.8,0.8,0.8,0.8
2815,0.8,0.6,1.0,0.6
2816,1.0,0.8,0.6,0.6
2817,0.8,0.8,1.0,0.6
2818,0.8,0.6,0.6,0.8
2819,0.8,0.8,0.8,0.8
2820,1.0,0.8,0.8,0.6
2823,0.8,1.0,1.0,0.6
2824,1.0,0.6,1.0,1.0
2825,1.0,0.8,0.6,1.0
2826,1.0,0.6,0.6,0.8
2827,0.6,0.6,0.6,0.6
2828,0.8,0.6,0.6,0.8
2829,0.6,0.6,0.8,0.6
2830,1.0,1.0,0.8,1.0
2831,1.0,0.8,1.0,1.0
2832,0.8,0.8,0.8,0.6
2833,1.0,1.0,0.8,0.8
2834,0.8,0.6,0.6,0.6
2835,0.6,0.8,1.0,1.0
2837,1.0,0.6,0.6,0.6
2838,0.8,0.8,0.8,0.8
2841,0.8,0.8,0.6,0.6
2842,1.0,0.8,0.8,0.8
2843,0.8,0.8,1.0,1.0
2844,0.8,0.8,0.8,1.0
2845,1.0,1.0,0.8,0.8
2846,0.8,0.8,0.8,0.8
2847,0.8,0.6,0.6,0.8
2848,0.6,0.6,0.6,0.8
2849,1.0,0.6,0.8,0.6
2850,0.6,0.6,0.6,0.6
2851,1.0,0.6,0.6,0.6
2852,0.8,0.6,0.6,0.6
2853,0.8,0.8,0.8,1.0
2854,0.6,0.6,0.6,0.6
2855,1.0,0.6,0.6,0.6
2856,1.0,0.6,0.6,0.6
2857,1.0,1.0,0.8,0.8
2858,0.6,0.6,0.6,1.0
2859,1.0,0.8,0.8,0.8
2861,0.6,0.8,0.8,0.6
2862,0.8,0.6,0.6,0.8
2864,1.0,0.8,0.8,0.8
2865,0.8,0.8,0.6,0.8
2866,0.6,0.6,0.6,0.6
2867,0.6,0.6,0.6,0.6
2868,1.0,0.8,0.8,0.8
2869,1.0,0.8,0.8,0.8
2870,0.8,0.6,0.6,0.6
2871,0.8,0.6,0.6,0.6
2872,1.0,0.6,0.6,1.0
2873,0.6,0.6,0.6,0.6
2874,0.8,0.6,0.6,0.6
2875,0.8,0.8,0.8,0.8
2876,0.6,0.6,0.6,0.6
2878,0.8,0.8,0.8,0.6
2879,0.6,0.6,0.8,0.6
2880,0.8,0.8,0.6,0.8
2881,1.0,0.8,0.8,1.0
2882,0.8,0.6,0.8,0.8
2883,0.6,0.6,0.8,0.8
2885,0.8,0.6,0.6,0.8
2886,0.6,0.8,0.6,0.8
2887,0.8,0.6,0.6,0.8
2888,0.8,0.6,0.6,0.8
2889,1.0,0.6,0.8,0.8
2890,0.8,1.0,1.0,0.8
2891,0.8,0.8,0.6,0.8
2892,1.0,0.6,1.0,0.8
2893,0.6,0.8,0.6,0.8
2895,1.0,1.0,1.0,1.0
2896,0.8,1.0,0.8,0.8
2897,1.0,0.8,0.8,1.0
2898,1.0,0.6,0.6,0.8
2899,0.6,0.8,0.6,0.6
2900,1.0,0.6,0.6,1.0
2901,0.6,0.6,0.6,0.6
2902,0.6,1.0,1.0,1.0
2903,0.6,0.8,0.8,0.6
2904,1.0,1.0,1.0,1.0
2905,0.8,0.8,0.6,1.0
2906,0.6,0.8,0.6,0.6
2907,0.8,0.8,0.8,0.6
2908,0.8,0.8,0.8,1.0
2909,0.8,1.0,1.0,1.0
2910,1.0,0.8,0.6,0.8
2911,0.6,0.6,1.0,1.0
2912,1.0,1.0,0.8,0.6
2913,0.6,0.8,0.6,0.6
2914,1.0,1.0,1.0,1.0
2915,1.0,1.0,1.0,1.0
2916,0.6,1.0,0.8,0.8
2917,0.6,0.6,0.6,0.6
2920,0.6,0.8,0.6,0.6
2921,0.8,0.8,0.8,0.8
2922,1.0,0.6,1.0,0.8
2924,0.6,0.6,0.6,0.6
2925,0.6,0.8,0.6,0.8
2926,1.0,0.6,0.8,0.8
2927,0.8,0.8,0.6,0.6
2928,0.8,0.8,0.6,0.6
2929,1.0,0.8,1.0,1.0
2930,0.6,0.6,0.8,0.8
2931,0.8,0.6,0.6,0.6
2932,0.8,1.0,1.0,1.0
2934,0.8,0.6,0.6,0.8
2935,0.6,0.6,0.6,0.6
2936,0.8,0.8,0.8,0.6
2938,1.0,0.8,0.8,1.0
2939,1.0,1.0,1.0,1.0
2940,0.8,0.8,0.8,1.0
2941,0.8,0.6,0.6,0.8
2942,0.8,0.8,0.8,0.8
2943,0.8,0.6,0.6,0.6
2944,1.0,0.8,0.8,0.8
2945,0.6,0.8,0.8,0.6
2946,0.8,0.8,0.8,0.6
2948,0.8,1.0,1.0,0.8
2950,1.0,1.0,0.8,1.0
2951,0.6,0.6,0.6,0.6
2952,0.6,0.6,0.6,1.0
2953,1.0,0.6,0.6,0.8
2954,0.6,0.6,0.8,0.8
2955,0.6,0.6,0.6,0.6
2957,0.6,0.6,0.6,0.6
2958,0.6,0.6,0.6,0.6
2959,0.6,0.8,0.8,0.6
2960,1.0,1.0,1.0,0.6
2961,0.8,0.8,0.8,0.8
2962,0.8,0.8,0.8,0.8
2963,0.8,0.6,0.6,0.6
2964,0.6,0.6,0.6,0.6
2965,0.8,0.8,0.8,0.8
2966,0.8,0.6,0.8,0.8
2967,0.6,0.8,0.6,0.8
2968,0.6,1.0,0.6,1.0
2969,0.6,0.8,1.0,0.6
2970,1.0,1.0,1.0,1.0
2971,0.8,0.6,0.6,0.6
2972,0.6,0.6,0.6,0.8
2973,1.0,1.0,1.0,1.0
2974,0.6,0.6,0.6,0.6
2975,1.0,1.0,1.0,1.0
2976,0.6,0.6,0.8,0.6
2977,0.6,1.0,0.8,1.0
2979,0.6,0.6,0.6,0.8
2980,0.8,0.8,0.8,0.8
2981,1.0,0.6,0.8,0.8
2982,0.6,0.8,0.6,0.6
2984,0.8,0.8,0.8,0.6
2985,1.0,0.8,1.0,0.8
2986,0.8,1.0,1.0,1.0
2987,0.8,0.8,1.0,1.0
2988,0.8,0.6,0.6,0.6
2989,0.8,0.8,0.8,1.0
2990,1.0,0.8,1.0,1.0
2991,0.8,0.6,1.0,0.8
2992,1.0,0.8,0.8,1.0
2993,1.0,0.8,0.8,1.0
2994,1.0,0.8,0.8,0.8
2995,0.6,0.6,0.6,0.6
2996,0.8,0.8,1.0,1.0
2997,1.0,0.8,0.8,0.8
2998,0.6,0.8,0.6,0.6
2999,1.0,0.8,0.8,1.0
3000,0.8,0.6,0.6,0.6
3001,0.8,0.6,0.6,1.0
3002,0.8,0.8,1.0,0.8
3003,0.6,0.6,0.6,0.6
3004,0.8,0.8,0.8,0.8
3006,0.6,0.6,0.6,0.6
3007,0.6,0.6,0.6,0.6
3008,0.8,0.8,1.0,0.8
3009,1.0,1.0,1.0,0.8
3010,0.6,0.6,1.0,0.8
3011,0.8,0.6,0.8,0.8
3013,0.6,0.8,0.6,0.8
3014,0.8,0.6,0.6,0.8
3015,1.0,0.6,1.0,0.8
3016,1.0,0.8,0.8,0.6
3017,0.6,0.6,0.8,0.8
3018,0.6,0.6,0.6,0.8
3019,0.8,0.8,0.8,0.6
3020,0.8,0.8,1.0,1.0
3021,0.8,0.8,0.8,1.0
3023,0.6,0.6,0.6,0.6
3024,0.6,1.0,0.6,1.0
3025,0.6,0.6,0.6,0.6
3026,0.6,0.6,0.6,0.8
3027,0.8,0.8,0.6,0.6
3028,0.8,0.6,0.6,0.6
3029,0.8,0.6,1.0,0.8
3030,0.6,0.8,0.6,0.8
3031,0.6,0.8,0.8,0.6
3032,1.0,0.6,0.6,0.6
3033,0.8,0.8,0.8,0.6
3034,0.8,0.6,0.8,1.0
3035,0.6,0.6,0.6,0.6
3036,0.8,0.8,1.0,0.6
3037,0.6,0.6,0.8,0.6
3038,0.6,0.6,0.8,0.6
3041,0.6,0.6,0.6,0.6
3042,0.8,0.8,0.6,0.8
3043,0.6,1.0,0.6,0.6
3044,0.6,0.8,0.8,0.8
3045,1.0,1.0,1.0,1.0
3046,1.0,1.0,1.0,1.0
3047,0.8,0.8,0.6,0.8
3048,0.8,0.6,0.6,0.8
3049,0.8,0.6,0.6,1.0
3050,0.8,0.8,1.0,0.8
3051,0.6,0.6,0.6,0.6
3052,0.8,0.8,0.8,0.8
3053,0.8,0.8,0.8,0.8
3054,0.6,0.6,0.6,0.6
3055,0.8,0.6,0.6,0.6
3056,1.0,0.6,1.0,0.8
3057,1.0,0.8,1.0,0.6
3058,0.6,0.8,0.6,0.8
3059,0.8,0.6,0.6,0.8
3060,0.6,0.8,1.0,0.8
3061,1.0,1.0,1.0,1.0
3062,1.0,1.0,1.0,0.8
3063,1.0,1.0,1.0,1.0
3064,0.8,1.0,0.6,0.8
3065,1.0,0.8,0.6,0.8
3066,0.8,0.8,0.6,0.6
3067,0.6,0.6,0.6,0.6
3068,0.8,0.6,0.8,0.6
3069,0.6,0.6,0.6,0.6
3070,0.6,0.6,0.6,0.6
3071,0.8,0.6,0.8,0.8
3074,1.0,0.6,0.6,0.6
3075,0.8,0.8,0.8,0.8
3076,1.0,1.0,1.0,1.0
3077,0.8,0.6,0.8,0.6
3079,0.6,0.6,0.6,0.6
3080,1.0,0.6,0.8,0.8
3081,0.8,0.8,0.6,1.0
3082,1.0,1.0,1.0,1.0
3083,0.6,0.6,1.0,1.0
3084,0.6,0.6,0.8,0.8
3085,0.8,0.8,0.8,0.8
3086,0.6,0.6,0.6,0.6
3087,0.8,0.8,0.6,0.8
3088,1.0,0.8,0.8,0.8
3089,0.8,0.6,0.8,0.6
3090,1.0,0.6,0.8,1.0
3091,0.8,0.8,0.6,0.8
3092,0.8,0.6,0.6,0.6
3093,1.0,1.0,1.0,1.0
3094,0.8,0.8,0.8,1.0
3095,1.0,0.8,0.8,0.6
3096,1.0,1.0,1.0,1.0
3097,1.0,0.8,1.0,1.0
3098,0.8,0.6,0.6,0.8
3099,0.8,0.6,0.8,0.8
3100,1.0,0.8,0.8,0.8
3101,0.6,0.6,0.6,0.6
3102,0.8,0.8,0.8,0.8
3103,0.8,0.6,0.6,0.8
3104,0.6,0.6,0.8,0.6
3105,0.8,0.6,0.6,0.6
3107,1.0,0.8,0.6,0.8
3109,1.0,1.0,0.8,1.0
3111,1.0,0.6,0.8,0.6
3112,0.6,0.8,0.8,0.8
3113,1.0,0.8,0.8,0.8
3114,0.6,0.6,0.6,0.6
3115,0.6,0.6,0.8,0.6
3116,0.8,0.6,0.6,0.8
3117,0.6,0.6,0.6,0.6
3118,0.8,0.6,0.6,0.6
3119,0.8,1.0,1.0,0.8
3120,0.6,0.6,0.8,0.6
3123,1.0,1.0,0.8,0.6
3125,0.8,1.0,1.0,0.6
3126,1.0,0.6,0.6,0.6
3127,0.6,0.6,0.6,0.6
3128,0.8,0.8,0.6,0.6
3129,0.6,0.6,0.8,0.6
3130,0.6,0.6,0.6,0.6
3131,1.0,0.8,0.8,1.0
3132,1.0,0.8,0.8,1.0
3133,1.0,1.0,1.0,1.0
3134,0.8,1.0,1.0,1.0
3135,0.6,0.6,0.6,0.6
3136,1.0,0.6,0.6,0.6
3137,0.8,0.6,0.6,0.8
3138,0.8,0.8,0.6,0.8
3139,0.8,0.8,0.6,0.6
3140,0.8,0.8,0.8,0.8
3141,0.6,0.6,0.8,0.6
3142,1.0,0.8,1.0,1.0
3143,1.0,0.6,0.6,0.6
3144,1.0,0.6,1.0,0.8
3145,1.0,1.0,1.0,1.0
3146,0.8,0.6,0.6,0.6
3147,0.6,0.6,0.8,0.8
3148,0.8,0.8,0.8,0.8
3149,0.6,0.8,0.6,0.8
3150,1.0,1.0,1.0,1.0
3151,1.0,0.6,1.0,0.8
3152,0.6,0.6,0.6,0.6
3153,1.0,0.8,0.8,0.6
3154,0.8,0.6,0.6,0.6
3155,1.0,0.8,0.6,0.8
3156,0.6,0.6,0.6,0.8
3157,0.8,0.8,0.8,0.8
3158,0.6,0.6,0.6,0.6
3159,0.8,0.6,0.6,0.8
3160,1.0,0.6,0.6,1.0
3161,1.0,0.8,1.0,0.8
3162,0.8,0.8,1.0,0.8
3163,0.6,0.6,0.8,0.8
3164,1.0,0.8,0.8,0.6
3165,0.8,0.8,0.6,0.8
3166,0.6,0.8,0.6,0.8
3167,0.6,0.6,0.6,0.6
3168,0.6,0.6,0.6,0.8
3169,0.6,0.6,0.6,0.6
3170,0.8,0.6,0.8,1.0
3171,0.6,0.6,0.6,0.8
3172,1.0,1.0,1.0,1.0
3173,0.6,0.8,1.0,0.6
3174,0.8,1.0,0.6,0.6
3175,0.8,0.6,0.8,1.0
3177,0.6,0.6,0.6,0.6
3178,0.8,0.8,0.6,1.0
3179,0.6,0.6,0.6,0.8
3180,0.8,0.8,0.6,0.6
3181,0.8,0.8,0.6,0.6
3183,0.8,0.6,0.6,0.6
3184,1.0,1.0,1.0,1.0
3186,0.8,0.6,0.8,0.6
3187,1.0,0.6,0.6,1.0
3188,0.8,1.0,0.6,0.8
3189,1.0,0.8,1.0,1.0
3190,0.6,1.0,1.0,1.0
3191,0.8,0.8,1.0,0.8
3192,0.6,0.8,0.8,1.0
3193,0.8,0.8,0.6,0.6
3194,1.0,0.8,1.0,0.6
3195,1.0,0.8,1.0,1.0
3196,0.8,0.8,1.0,0.8
3197,0.8,0.6,0.8,1.0
3198,1.0,0.6,0.6,0.8
3199,1.0,1.0,1.0,1.0
3200,0.8,1.0,1.0,0.6
3201,1.0,1.0,1.0,1.0
3202,1.0,1.0,1.0,1.0
3203,1.0,0.8,0.8,1.0
3204,0.6,0.6,0.6,0.6
3205,0.8,0.8,0.8,1.0
3206,0.8,0.6,0.6,0.6
3207,0.6,0.8,1.0,0.6
3208,1.0,1.0,1.0,1.0
3209,0.6,0.6,0.6,0.8
3210,0.8,0.6,0.6,0.8
3211,1.0,1.0,1.0,0.8
3212,1.0,0.6,1.0,1.0
3213,1.0,1.0,1.0,0.8
3215,1.0,1.0,0.8,0.8
3216,0.8,0.6,0.6,0.8
3217,1.0,0.8,1.0,1.0
3218,0.8,1.0,0.8,1.0
3219,1.0,1.0,1.0,0.8
3220,0.8,0.8,0.6,0.8
3221,0.8,0.8,0.6,0.8
3222,0.8,1.0,0.8,1.0
3223,1.0,1.0,0.8,0.8
3224,0.6,0.6,0.6,0.6
3225,1.0,1.0,1.0,0.8
3226,0.8,0.6,0.6,0.8
3227,0.6,0.6,0.6,0.6
3228,1.0,0.8,1.0,0.6
3229,0.8,0.6,0.6,0.6
3230,1.0,0.6,0.8,1.0
3231,0.6,0.6,0.6,0.6
3232,0.8,0.6,0.6,0.8
3233,0.8,0.8,0.8,0.8
3235,0.8,1.0,0.8,1.0
3236,1.0,0.8,0.8,1.0
3237,1.0,0.8,1.0,1.0
3238,0.8,0.6,1.0,0.6
3240,1.0,1.0,0.6,0.6
3241,0.8,0.8,0.8,0.8
3242,0.6,0.8,0.8,0.6
3243,0.8,0.8,0.6,0.6
3244,0.6,0.6,0.6,0.8
3245,0.8,0.8,0.8,0.6
3246,0.8,0.6,0.6,0.6
3247,1.0,1.0,1.0,1.0
3248,0.8,1.0,0.8,0.8
3249,0.6,1.0,1.0,0.8
3250,0.6,0.6,0.8,0.6
3251,1.0,1.0,1.0,1.0
3252,0.6,0.6,0.6,0.8
3253,0.6,0.6,0.6,0.6
3255,0.6,0.6,0.6,0.6
3256,0.6,1.0,0.8,0.6
3257,0.6,0.8,0.8,0.6
3258,0.8,0.8,0.6,0.8
3259,0.6,0.6,0.6,0.6
3260,0.6,0.8,0.6,0.6
3261,0.6,0.6,0.6,0.6
3262,0.8,1.0,1.0,0.8
3263,0.6,0.6,1.0,0.6
3264,0.8,0.6,0.8,0.6
3265,0.8,0.8,1.0,0.8
3266,0.8,1.0,0.8,0.8
3267,0.8,0.6,0.8,0.8
3268,0.6,0.6,0.6,0.6
3269,0.8,0.8,0.8,0.8
3270,0.6,0.6,0.6,0.6
3271,1.0,1.0,1.0,0.8
3272,0.8,0.6,0.6,0.8
3273,1.0,0.8,0.8,0.8
3275,0.6,0.6,0.6,0.6
3276,0.6,0.6,0.8,0.6
3277,0.6,0.6,0.6,0.6
3278,0.8,0.6,0.6,0.6
3279,0.8,0.8,1.0,0.6
3280,0.8,0.8,0.8,0.8
3281,0.8,0.6,1.0,0.8
3282,0.6,0.6,0.6,0.6
3283,0.6,0.8,0.8,0.6
3284,0.8,0.8,0.8,0.6
3285,1.0,1.0,1.0,1.0
3286,0.6,0.8,0.6,0.6
3287,0.6,0.8,0.6,0.6
3288,1.0,0.8,0.8,0.6
3289,1.0,0.8,1.0,1.0
3290,0.8,0.8,0.8,1.0
3291,0.8,0.6,0.8,0.6
3292,1.0,0.8,0.8,1.0
3293,0.8,0.6,0.6,0.8
3294,0.6,0.6,0.8,0.6
3295,0.6,0.6,0.8,0.6
3296,0.8,0.8,0.6,0.6
3297,0.8,0.6,0.8,0.6
3298,1.0,1.0,1.0,1.0
3299,1.0,1.0,1.0,1.0
3300,1.0,1.0,1.0,1.0
3301,0.8,0.6,1.0,0.8
3302,1.0,0.6,0.8,0.8
3303,1.0,0.6,1.0,1.0
3304,1.0,0.8,0.8,0.8
3305,1.0,0.6,0.6,0.6
3308,1.0,0.8,0.8,0.8
3309,0.6,0.6,0.6,0.6
3310,0.8,1.0,1.0,0.6
3311,1.0,0.8,1.0,0.8
3312,0.8,0.8,0.8,0.6
3313,1.0,1.0,1.0,0.8
3314,0.8,0.8,0.8,0.6
3315,1.0,0.6,0.6,0.8
3316,0.8,0.6,0.8,1.0
3317,1.0,0.8,1.0,0.8
3318,0.6,0.6,0.6,0.6
3319,0.6,0.6,0.6,0.6
3320,0.6,0.8,0.6,0.8
3321,1.0,0.6,0.8,0.8
3322,0.8,0.8,0.6,0.6
3324,0.8,0.8,1.0,0.8
3325,1.0,0.8,1.0,0.8
3326,0.8,0.6,0.6,0.6
3327,0.8,0.8,0.8,0.8
3328,0.8,0.8,0.6,0.6
3329,0.8,0.8,0.6,0.8
3330,0.6,0.6,0.8,0.6
3331,0.8,0.6,0.6,0.8
3332,0.6,0.6,0.8,1.0
3333,0.6,0.6,0.6,0.6
3334,0.8,0.8,0.6,0.8
3335,0.8,0.8,0.8,0.6
3336,0.6,0.8,0.6,0.6
3337,1.0,0.8,1.0,1.0
3338,0.8,0.6,0.6,0.6
3339,0.6,0.6,0.6,0.6
3340,0.6,0.6,0.6,0.6
3341,0.8,0.6,0.6,0.6
3344,0.8,0.8,0.8,1.0
3346,0.6,0.6,0.6,0.6
3347,0.6,0.6,0.6,0.8
3348,0.6,0.6,0.6,0.8
3349,0.6,0.6,0.6,0.6
3350,0.8,0.8,0.6,0.8
3351,0.8,0.8,0.8,1.0
3352,0.8,0.6,0.6,0.8
3353,1.0,0.6,0.6,0.6
3354,0.6,0.6,0.6,0.8
3355,0.6,0.8,1.0,0.6
3356,1.0,0.6,0.6,0.8
3357,0.8,0.6,0.8,0.6
3358,1.0,0.8,0.6,0.8
3360,0.8,0.6,0.6,0.6
3361,0.8,1.0,0.8,0.8
3362,1.0,1.0,1.0,1.0
3363,0.8,1.0,0.8,0.8
3364,0.8,0.8,1.0,1.0
3365,0.8,0.8,0.6,0.8
3367,0.8,0.6,0.6,0.6
3368,1.0,0.6,1.0,0.8
3369,0.6,0.6,0.6,0.6
3371,1.0,0.6,0.8,0.8
3373,1.0,1.0,1.0,1.0
3374,0.6,0.6,0.6,1.0
3375,0.8,0.6,0.6,0.6
3376,0.6,0.6,0.8,0.6
3377,1.0,1.0,0.8,0.8
3378,0.8,0.8,0.6,0.8
3379,0.6,0.6,1.0,0.8
3380,1.0,0.8,0.6,0.8
3381,0.6,0.6,0.8,0.6
3382,1.0,0.6,0.8,0.8
3383,1.0,1.0,1.0,1.0
3384,0.6,0.6,0.6,0.8
3385,1.0,0.8,0.6,1.0
3386,0.6,0.8,0.6,0.6
3387,0.6,0.8,0.6,0.8
3388,0.6,0.6,0.8,0.8
3389,0.6,0.6,0.6,0.8
3390,0.8,0.6,0.6,0.6
3391,1.0,0.6,0.6,0.6
3392,0.8,0.8,0.6,1.0
3393,0.6,0.8,0.6,0.6
