convo_id,msg_id,timestamp,full_text,affcon_rapport,sentence_id,speaker,reply_to,speaker_intention,receiver_perception,receiver,absolute_message_index,relative_message_index,year,game_score_speaker,game_score_receiver,game_score_delta,deception_quadrant,num_words,num_characters
Game4-turkey-russia,Game4-turkey-russia-43,828,I really have no idea whether you're actually willing to work with me or not at this point but I am open to ideas.,1,18119,turkey-Game4,Game4-turkey-russia-42,Truth,Truth,russia-Game4,828,43,1903,6,7,1,Straightforward,24,114
Game4-turkey-russia,Game4-turkey-russia-43,828,"Sorry, got all this way too late.",1,18118,turkey-Game4,Game4-turkey-russia-42,Truth,Truth,russia-Game4,828,43,1903,6,7,1,Straightforward,7,33
Game4-turkey-russia,Game4-turkey-russia-36,638,I will support you into Sur next turn then,0,18116,russia-Game4,Game4-turkey-russia-35,Truth,Lie,turkey-Game4,638,36,1902,5,5,0,Cassandra,9,42
Game4-turkey-russia,Game4-turkey-russia-31,561,I think a move into Eas could have a lot of potential.,0,18113,russia-Game4,Game4-turkey-russia-30,Truth,Truth,turkey-Game4,561,31,1902,5,5,0,Straightforward,12,54
Game4-turkey-russia,Game4-turkey-russia-30,433,I guess that's why you went ahead and attacked me in rum,1,18112,turkey-Game4,Game4-turkey-russia-29,Truth,Lie,russia-Game4,433,30,1902,5,5,0,Cassandra,12,56
Game4-turkey-russia,Game4-turkey-russia-29,421,That sounds fair to me.,0,18110,turkey-Game4,Game4-turkey-russia-28,Truth,Lie,russia-Game4,421,29,1902,5,5,0,Cassandra,5,23
Game4-turkey-russia,Game4-turkey-russia-29,421,That sounds fair to me.,0,18110,turkey-Game4,Game4-turkey-russia-28,Truth,Lie,russia-Game4,421,29,1902,5,5,0,Cassandra,5,23
Game4-turkey-russia,Game4-turkey-russia-27,329,"1) you taking RUM by yourself and I wont try and stop it 2) black sea DMZ (but we'd need to bounce it) 3) me supporting you into Rum. """,0,18109,russia-Game4,Game4-turkey-russia-26,Truth,Truth,turkey-Game4,329,27,1901,5,5,0,Straightforward,30,135
Game4-turkey-russia,Game4-turkey-russia-27,329,"And as for your message before, 1 and 2 are just normal things that we would do in an alliance, those don't harm you at all.""",1,18108,russia-Game4,Game4-turkey-russia-26,Truth,Truth,turkey-Game4,329,27,1901,5,5,0,Straightforward,26,125
Game4-turkey-russia,Game4-turkey-russia-27,329,"But I just can't believe that you were ""protecting yourself"" by moving to the black see.",1,18107,russia-Game4,Game4-turkey-russia-26,Truth,Truth,turkey-Game4,329,27,1901,5,5,0,Straightforward,16,88
Game4-turkey-russia,Game4-turkey-russia-22,321,I just got too paranoid I guess.,1,18106,turkey-Game4,Game4-turkey-russia-21,Truth,Lie,russia-Game4,321,22,1901,5,5,0,Cassandra,7,32
Game4-turkey-russia,Game4-turkey-russia-22,321,It doesn't mean we have to be in all out war though.,1,18105,turkey-Game4,Game4-turkey-russia-21,Truth,Lie,russia-Game4,321,22,1901,5,5,0,Cassandra,12,52
Game4-turkey-russia,Game4-turkey-russia-22,321,I knew I had to at least not give up the Black sea as that would be terrible for me.,1,18103,turkey-Game4,Game4-turkey-russia-21,Truth,Lie,russia-Game4,321,22,1901,5,5,0,Cassandra,20,84
Game4-turkey-russia,Game4-turkey-russia-22,321,Ah very difficult to work out what was going to happen there after the first season.,1,18102,turkey-Game4,Game4-turkey-russia-21,Truth,Lie,russia-Game4,321,22,1901,5,5,0,Cassandra,16,84
Game4-turkey-russia,Game4-turkey-russia-18,266,I don't see why you would want BLA if not  too attack me?,0,18099,russia-Game4,Game4-turkey-russia-17,Truth,Truth,turkey-Game4,266,18,1901,4,5,1,Straightforward,13,57
Game4-turkey-russia,Game4-turkey-russia-18,266,But you don't need to support me either.,1,18098,russia-Game4,Game4-turkey-russia-17,Truth,Truth,turkey-Game4,266,18,1901,4,5,1,Straightforward,8,40
Game4-turkey-russia,Game4-turkey-russia-18,266,"I'm going to take Rum, and PLEASE don't stop me.",1,18097,russia-Game4,Game4-turkey-russia-17,Truth,Truth,turkey-Game4,266,18,1901,4,5,1,Straightforward,10,48
Game4-turkey-russia,Game4-turkey-russia-16,225,"I'm spreading some rumors about me being allied with Austria, hoping the news get back to them so don't be alarmed if somebody says something about that to u",1,18095,russia-Game4,Game4-turkey-russia-15,Truth,Truth,turkey-Game4,225,16,1901,4,5,1,Straightforward,29,157
Game4-turkey-russia,Game4-turkey-russia-15,223,If that worked it would be amazing as we would each get a build (I would actually get two).,1,18094,russia-Game4,Game4-turkey-russia-14,Truth,Truth,turkey-Game4,223,15,1901,4,5,1,Straightforward,19,91
Game4-turkey-russia,Game4-turkey-russia-15,223,"I think they still think I'm allied with them, so maybe I could persuade them not to move into rum and then you wouldn't even have to support me?",0,18093,russia-Game4,Game4-turkey-russia-14,Truth,Truth,turkey-Game4,223,15,1901,4,5,1,Straightforward,29,145
Game4-turkey-russia,Game4-turkey-russia-15,223,"Early in the game I was debating an alliance with Austria, but they seem to be spreading a lot of misinformation, and are asking for very unreasonable things.",1,18092,russia-Game4,Game4-turkey-russia-14,Truth,Truth,turkey-Game4,223,15,1901,4,5,1,Straightforward,28,158
Game4-turkey-russia,Game4-turkey-russia-13,221,"But this would only work if my fleet moved too Rum, and you supported it.",0,18089,russia-Game4,Game4-turkey-russia-12,Truth,Truth,turkey-Game4,221,13,1901,4,5,1,Straightforward,15,73
Game4-turkey-russia,Game4-turkey-russia-12,220,"So what if I move to rum supporting myself, and you can attempt to trick Austria to support you into gre.",0,18087,russia-Game4,Game4-turkey-russia-11,Truth,Truth,turkey-Game4,220,12,1901,4,5,1,Straightforward,21,105
Game4-turkey-russia,Game4-turkey-russia-12,220,I'm just not there yet (although probably will be eventually).,0,18086,russia-Game4,Game4-turkey-russia-11,Truth,Truth,turkey-Game4,220,12,1901,4,5,1,Straightforward,10,62
Game4-turkey-russia,Game4-turkey-russia-12,220,"To be honest, I don't really want you to have BLA.",1,18085,russia-Game4,Game4-turkey-russia-11,Truth,Truth,turkey-Game4,220,12,1901,4,5,1,Straightforward,11,50
Game4-turkey-russia,Game4-turkey-russia-10,201,I agree w/ the great opportunity to get them,0,18084,russia-Game4,Game4-turkey-russia-9,Truth,Truth,turkey-Game4,201,10,1901,4,5,1,Straightforward,9,44
Game4-turkey-russia,Game4-turkey-russia-1,55,I think we should still bounce in the black sea as it won't be great to make it obvious that we are working together...,1,18074,turkey-Game4,Game4-turkey-russia-0,Truth,Truth,russia-Game4,55,1,1901,3,2,-1,Straightforward,24,119
Game4-turkey-russia,Game4-turkey-russia-1,55,"Hey just replying to your message on backstabbr, happy to work together.",0,18072,turkey-Game4,Game4-turkey-russia-0,Truth,Truth,russia-Game4,55,1,1901,3,2,-1,Straightforward,12,72
Game4-turkey-russia,Game4-turkey-russia-0,23,Do you prefer to bounce in the black sea?,0,18071,turkey-Game4,NA,Truth,Truth,russia-Game4,23,0,1901,3,2,-1,Straightforward,9,41
Game4-turkey-russia,Game4-turkey-russia-0,23,Wondering if we might be able to build a good relationship.,1,18070,turkey-Game4,NA,Truth,Truth,russia-Game4,23,0,1901,3,2,-1,Straightforward,11,59
Game4-england-russia,Game4-england-russia-119,1532,Techically this if you were 100% self interested this would be gud for u 2 since france winning would mean there isn't a draw which you could be in,1,18065,russia-Game4,Game4-england-russia-118,Truth,Truth,england-Game4,1532,119,1907,7,11,4,Straightforward,30,149
Game4-england-russia,Game4-england-russia-116,1526,England can you do that please?,1,18063,russia-Game4,Game4-england-russia-115,Truth,Truth,england-Game4,1526,116,1907,7,11,4,Straightforward,6,31
Game4-england-russia,Game4-england-russia-115,1510,It's basically a lost fight but I'm not going to give up,0,18062,russia-Game4,Game4-england-russia-114,Truth,Truth,england-Game4,1510,115,1907,7,11,4,Straightforward,12,56
Game4-england-russia,Game4-england-russia-114,1509,Hey... could I ask a small favor of you?,0,18061,russia-Game4,Game4-england-russia-113,Truth,Truth,england-Game4,1509,114,1907,7,11,4,Straightforward,9,40
Game4-england-russia,Game4-england-russia-113,1507,"If you move Edi to North, and I support myself in norway, then france won't be able to take norway, and they will have one less center",0,18060,russia-Game4,Game4-england-russia-112,Truth,Truth,england-Game4,1507,113,1907,7,11,4,Straightforward,27,134
Game4-england-russia,Game4-england-russia-110,1409,No need to apologize my man I respect the hustle.,0,18057,england-Game4,Game4-england-russia-109,Truth,Truth,russia-Game4,1409,110,1906,3,-3,-6,Straightforward,10,49
Game4-england-russia,Game4-england-russia-109,1401,But I'm pretty confident I'll make it to 1910 and might be able to get a three way with france and turkey (sorry),1,18056,russia-Game4,Game4-england-russia-108,Truth,Truth,england-Game4,1401,109,1906,9,15,6,Straightforward,23,113
Game4-england-russia,Game4-england-russia-107,1399,That's what I'm hoping forI knew I wasn't good enough to win so I just wanted to hang out until the draw lmao,0,18054,england-Game4,Game4-england-russia-106,Truth,Truth,russia-Game4,1399,107,1906,3,-3,-6,Straightforward,23,110
Game4-england-russia,Game4-england-russia-102,1361,Lol it's kind of looking like that,0,18050,england-Game4,Game4-england-russia-101,Truth,Truth,russia-Game4,1361,102,1906,3,-3,-6,Straightforward,7,34
Game4-england-france,Game4-england-france-215,1265,So out of curiosity... are you gonna try to take my home centers or can I just ride this one out?,1,18048,england-Game4,Game4-england-france-214,Truth,Truth,france-Game4,1265,215,1906,3,-6,-9,Straightforward,21,97
Game4-england-russia,Game4-england-russia-100,1264,So out of curiosity... are you gonna try to take my home centers or can I just ride this one out?,0,18048,england-Game4,Game4-england-russia-99,Truth,Truth,russia-Game4,1264,100,1906,3,-3,-6,Straightforward,21,97
Game4-england-russia,Game4-england-russia-97,1234,"If the situation allows, I would be totally open to something in the future.",1,18045,russia-Game4,Game4-england-russia-96,Truth,Truth,england-Game4,1234,97,1905,9,15,6,Straightforward,14,76
Game4-england-russia,Game4-england-russia-97,1234,"And as much as would have loved to continue our alliance, you can see how tricky the predicament was.",1,18044,russia-Game4,Game4-england-russia-96,Truth,Truth,england-Game4,1234,97,1905,9,15,6,Straightforward,19,101
Game4-england-russia,Game4-england-russia-97,1234,"You were in a really tough predicament there, with all you're troop builds, and nowhere to put them.",1,18043,russia-Game4,Game4-england-russia-96,Truth,Truth,england-Game4,1234,97,1905,9,15,6,Straightforward,18,100
Game4-england-russia,Game4-england-russia-97,1234,"I'm really sorry I did that, and I feel kinda bad since I really like you as a player.",0,18042,russia-Game4,Game4-england-russia-96,Truth,Truth,england-Game4,1234,97,1905,9,15,6,Straightforward,19,86
Game4-england-russia,Game4-england-russia-97,1234,Hi england; sorry I havn't gotten back to you.,1,18041,russia-Game4,Game4-england-russia-96,Truth,Truth,england-Game4,1234,97,1905,9,15,6,Straightforward,9,46
Game4-england-russia,Game4-england-russia-95,1197,Is there a way to resolve our current disagreements without violence?,1,18038,england-Game4,Game4-england-russia-94,Truth,Truth,russia-Game4,1197,95,1905,6,5,-1,Straightforward,11,69
Game4-england-russia,Game4-england-russia-93,1194,"On the bright side side, even if I pushed out of mainland Europe I can just chill",1,18035,england-Game4,Game4-england-russia-92,Truth,Truth,russia-Game4,1194,93,1905,6,5,-1,Straightforward,17,81
Game4-england-russia,Game4-england-russia-92,1183,You having 3 troops stuck in england really sucks...,1,18032,russia-Game4,Game4-england-russia-91,Truth,Truth,england-Game4,1183,92,1905,7,8,1,Straightforward,9,52
Game4-england-russia,Game4-england-russia-91,1150,France told me you reneged on something about Munich and I didn't want to piss them off.,0,18027,england-Game4,Game4-england-russia-90,Truth,Truth,russia-Game4,1150,91,1905,6,5,-1,Straightforward,17,88
Game4-england-russia,Game4-england-russia-89,1110,Ig u get Kiel and holland and I get Ber and Mun?,1,18024,russia-Game4,Game4-england-russia-88,Truth,Truth,england-Game4,1110,89,1904,6,6,0,Straightforward,12,48
Game4-england-russia,Game4-england-russia-88,1093,Btw France doesn't want me to convoy anymore so I'm not sure what exactly the move is.,0,18023,england-Game4,Game4-england-russia-87,Truth,Truth,russia-Game4,1093,88,1904,6,6,0,Straightforward,17,86
Game4-england-russia,Game4-england-russia-87,1092,Alright how do you wanna split up Germany?,1,18022,england-Game4,Game4-england-russia-86,Truth,Truth,russia-Game4,1092,87,1904,6,6,0,Straightforward,8,42
Game4-england-russia,Game4-england-russia-85,1049,He said he can move to EC and MAO to convoy me into North Africa,1,18020,england-Game4,Game4-england-russia-84,Truth,Truth,russia-Game4,1049,85,1904,6,6,0,Straightforward,15,64
Game4-england-russia,Game4-england-russia-83,1047,I know it sounds dumb  France wants me to convoy via my and his fleets,1,18019,england-Game4,Game4-england-russia-82,Truth,Truth,russia-Game4,1047,83,1904,6,6,0,Straightforward,16,72
Game4-england-russia,Game4-england-russia-80,1044,Lol how are you going to convoy to Italy??,0,18017,russia-Game4,Game4-england-russia-79,Truth,Truth,england-Game4,1044,80,1904,6,6,0,Straightforward,9,42
Game4-england-russia,Game4-england-russia-79,1042,Stabbing either you or France would get me right solidly dead so I'm not looking to start a right,1,18016,england-Game4,Game4-england-russia-78,Truth,Lie,russia-Game4,1042,79,1904,6,6,0,Cassandra,19,97
Game4-england-russia,Game4-england-russia-78,1041,Going to convoy to Italy and see the world a bit,1,18015,england-Game4,Game4-england-russia-77,Truth,Lie,russia-Game4,1041,78,1904,6,6,0,Cassandra,11,48
Game4-england-russia,Game4-england-russia-78,1041,Lmao I've been talking to France about that.,0,18014,england-Game4,Game4-england-russia-77,Truth,Lie,russia-Game4,1041,78,1904,6,6,0,Cassandra,8,44
Game4-england-russia,Game4-england-russia-77,1040,"I feel like to only people you are in a good position to attack is me and France, which makes this sort of awkward",0,18013,russia-Game4,Game4-england-russia-76,Truth,Truth,england-Game4,1040,77,1904,6,6,0,Straightforward,25,116
Game4-england-russia,Game4-england-russia-77,1040,I'm just wondering about all your troops... where are they going to go?,0,18012,russia-Game4,Game4-england-russia-76,Truth,Truth,england-Game4,1040,77,1904,6,6,0,Straightforward,13,71
Game4-england-russia,Game4-england-russia-75,995,I would really appreciate it and would support you into a territory sometime,1,18010,russia-Game4,Game4-england-russia-74,Truth,Truth,england-Game4,995,75,1904,6,6,0,Straightforward,13,76
Game4-england-russia,Game4-england-russia-75,995,Can Kiel support Munich to Berlin?,0,18009,russia-Game4,Game4-england-russia-74,Truth,Truth,england-Game4,995,75,1904,6,6,0,Straightforward,6,34
Game4-england-russia,Game4-england-russia-74,943,"And I am 1000% down to draw this out with FER, but if I get stabbed obviously I'm going to make it my life goal to be insanely inconvenient.",0,18007,england-Game4,Game4-england-russia-73,Truth,Truth,russia-Game4,943,74,1903,4,3,-1,Straightforward,29,140
Game4-england-russia,Game4-england-russia-73,942,What makes you say that about Italy?,0,18006,england-Game4,Game4-england-russia-72,Truth,Truth,russia-Game4,942,73,1903,4,3,-1,Straightforward,7,36
Game4-england-russia,Game4-england-russia-72,941,That's fair on the Livonia idea lol.,0,18004,england-Game4,Game4-england-russia-71,Truth,Truth,russia-Game4,941,72,1903,4,3,-1,Straightforward,7,36
Game4-england-russia,Game4-england-russia-71,914,What happens when/if we are both large superpowers?,1,18003,russia-Game4,Game4-england-russia-70,Truth,Truth,england-Game4,914,71,1903,5,6,1,Straightforward,8,51
Game4-england-russia,Game4-england-russia-71,914,So what do you think about the future of this alliance?,1,18002,russia-Game4,Game4-england-russia-70,Truth,Truth,england-Game4,914,71,1903,5,6,1,Straightforward,11,55
Game4-england-russia,Game4-england-russia-70,913,also just some intel I think Italy is a really bad player...,1,18001,russia-Game4,Game4-england-russia-69,Truth,Truth,england-Game4,913,70,1903,5,6,1,Straightforward,12,60
Game4-england-russia,Game4-england-russia-69,912,while I appreciate the offer I just don't think I can trust you with basically the fate of my country depending if you stab me or not,0,18000,russia-Game4,Game4-england-russia-68,Truth,Truth,england-Game4,912,69,1903,5,6,1,Straightforward,27,133
Game4-england-russia,Game4-england-russia-68,911,"Idk... that seems like a very precarious position for me to be in if your army is in Livonia.... and although I would like this alliance to last a long time, we can't really know when/if our alliance will end and when it does if you have an army in liv...",1,17999,russia-Game4,Game4-england-russia-67,Truth,Truth,england-Game4,911,68,1903,5,6,1,Straightforward,51,255
Game4-england-russia,Game4-england-russia-67,900,"I figure that France will hold the Med, so it's up to you and me to hold and push in the east.",1,17998,england-Game4,Game4-england-russia-66,Truth,Lie,russia-Game4,900,67,1903,4,3,-1,Cassandra,22,94
Game4-england-russia,Game4-england-russia-67,900,What are your thoughts on me convoying an army into Livonia to help support you defending centers?,0,17997,england-Game4,Game4-england-russia-66,Truth,Lie,russia-Game4,900,67,1903,4,3,-1,Cassandra,17,98
Game4-england-russia,Game4-england-russia-64,860,"Here's a tentative plan for the fall: 
Kiel-Berlin 
Bohemia-Munich 
Silesia S Bohemia-Munich
 Burgundy-Ruhr
 English Channel S Picardy-Belgium
 Picardy-Belgium 
Helgoland-Holland 
North Sea S Helgoland-Holland",0,17993,russia-Game4,Game4-england-russia-63,Truth,Truth,england-Game4,860,64,1903,5,6,1,Straightforward,23,209
Game4-england-russia,Game4-england-russia-64,860,"Here's a tentative plan for the fall: 
Kiel-Berlin 
Bohemia-Munich 
Silesia S Bohemia-Munich
 Burgundy-Ruhr
 English Channel S Picardy-Belgium
 Picardy-Belgium 
Helgoland-Holland 
North Sea S Helgoland-Holland",1,17993,russia-Game4,Game4-england-russia-63,Truth,Truth,england-Game4,860,64,1903,5,6,1,Straightforward,23,209
Game4-england-russia,Game4-england-russia-61,789,Want me to support you from Edi to NTH?,0,17990,russia-Game4,Game4-england-russia-60,Truth,Truth,england-Game4,789,61,1903,5,6,1,Straightforward,9,39
Game4-england-russia,Game4-england-russia-57,785,My Edi Fleet is going into North Sea,0,17986,england-Game4,Game4-england-russia-56,Truth,Truth,russia-Game4,785,57,1903,4,3,-1,Straightforward,8,36
Game4-england-russia,Game4-england-russia-57,785,By nth you mean North Sea right?,0,17984,england-Game4,Game4-england-russia-56,Truth,Truth,russia-Game4,785,57,1903,4,3,-1,Straightforward,7,32
Game4-england-russia,Game4-england-russia-55,783,Ok. Are you ok with me moving to nth?,0,17981,russia-Game4,Game4-england-russia-54,Truth,Truth,england-Game4,783,55,1903,5,6,1,Straightforward,9,37
Game4-england-russia,Game4-england-russia-54,782,If you're peaceful from here on out I'm chill to be peaceful like I have been,0,17980,england-Game4,Game4-england-russia-53,Truth,Truth,russia-Game4,782,54,1903,4,3,-1,Straightforward,16,77
Game4-england-russia,Game4-england-russia-53,781,"I'm moving Edi into NTH, and NTH into helgo",1,17978,england-Game4,Game4-england-russia-52,Truth,Lie,russia-Game4,781,53,1903,4,3,-1,Cassandra,9,43
Game4-england-russia,Game4-england-russia-52,779,"Ideally I would move into Nth and you would move NTH to helgoland, where we could both attack Germany but I realize that you might not trust me enough to do that.",1,17977,russia-Game4,Game4-england-russia-51,Truth,Truth,england-Game4,779,52,1903,5,6,1,Straightforward,32,162
Game4-england-russia,Game4-england-russia-52,779,I won't move into Ska.,1,17975,russia-Game4,Game4-england-russia-51,Truth,Truth,england-Game4,779,52,1903,5,6,1,Straightforward,5,22
Game4-england-russia,Game4-england-russia-48,769,Is it ok with you if I move into Scandinavia>,0,17970,russia-Game4,Game4-england-russia-47,Truth,Lie,england-Game4,769,48,1903,5,6,1,Cassandra,10,45
Game4-england-russia,Game4-england-russia-42,727,I'll keep denmark but Nor is yours.,1,17962,england-Game4,Game4-england-russia-41,Truth,Truth,russia-Game4,727,42,1902,4,3,-1,Straightforward,7,35
Game4-england-russia,Game4-england-russia-42,727,"I'd rather you fight AT in the East rn, and it looks like you do need every single center you can get.",1,17961,england-Game4,Game4-england-russia-41,Truth,Truth,russia-Game4,727,42,1902,4,3,-1,Straightforward,22,102
Game4-england-russia,Game4-england-russia-40,723,I am interested in the current FER alliance to counter AT and would prefer it survives.,1,17958,england-Game4,Game4-england-russia-39,Truth,Truth,russia-Game4,723,40,1902,4,3,-1,Straightforward,16,87
Game4-england-russia,Game4-england-russia-40,723,"That said, my movements last turn ought to indicate that you're not cornered, so I am hoping we can return to normal relations.",1,17957,england-Game4,Game4-england-russia-39,Truth,Truth,russia-Game4,723,40,1902,4,3,-1,Straightforward,23,127
Game4-england-russia,Game4-england-russia-40,723,"I don't blame you for stabbing me, because it's reasonable to play aggressively if you think you're cornered.",1,17956,england-Game4,Game4-england-russia-39,Truth,Truth,russia-Game4,723,40,1902,4,3,-1,Straightforward,18,109
Game4-england-russia,Game4-england-russia-39,722,"I have been talking to france, and in the interest of keeping you strong to fight Austria and Turkey, I surrender any german centers except Denmark to you",1,17955,england-Game4,Game4-england-russia-38,Truth,Truth,russia-Game4,722,39,1902,4,3,-1,Straightforward,28,154
Game4-england-russia,Game4-england-russia-36,688,If you leave Nor this turn our alliance will survive for the time being.,0,17952,england-Game4,Game4-england-russia-35,Truth,Truth,russia-Game4,688,36,1902,4,3,-1,Straightforward,14,72
Game4-england-russia,Game4-england-russia-34,648,"Ok, I need to go now, but we can talk in the morning?>",1,17949,russia-Game4,Game4-england-russia-33,Truth,Truth,england-Game4,648,34,1902,5,6,1,Straightforward,13,54
Game4-england-russia,Game4-england-russia-33,647,Could that  save our alliance?,1,17948,russia-Game4,Game4-england-russia-32,Truth,Truth,england-Game4,647,33,1902,5,6,1,Straightforward,5,30
Game4-england-russia,Game4-england-russia-33,647,But what if I move out of Norway and let you get it back.,1,17947,russia-Game4,Game4-england-russia-32,Truth,Truth,england-Game4,647,33,1902,5,6,1,Straightforward,14,57
Game4-england-russia,Game4-england-russia-30,641,"I should have let you know, as it is clear you only told the truth.",1,17945,russia-Game4,Game4-england-russia-29,Truth,Lie,england-Game4,641,30,1902,5,6,1,Cassandra,15,67
Game4-england-russia,Game4-england-russia-30,641,"I was talking with France and a ton of the stuff didn't match up, and I was worried you would attack me.",0,17944,russia-Game4,Game4-england-russia-29,Truth,Lie,england-Game4,641,30,1902,5,6,1,Cassandra,22,104
Game4-england-russia,Game4-england-russia-27,631,Hel is a much more powerful postition,1,17939,russia-Game4,Game4-england-russia-26,Truth,Truth,england-Game4,631,27,1902,5,6,1,Straightforward,7,37
Game4-england-russia,Game4-england-russia-26,629,That will be very helpful for everyone,1,17937,england-Game4,Game4-england-russia-25,Truth,Truth,russia-Game4,629,26,1902,4,3,-1,Straightforward,7,38
Game4-england-russia,Game4-england-russia-26,629,Also I agree with our triple alliance.,1,17936,england-Game4,Game4-england-russia-25,Truth,Truth,russia-Game4,629,26,1902,4,3,-1,Straightforward,7,38
Game4-england-russia,Game4-england-russia-25,628,And I'm bouncing North Sea in EC but I am down to move there next turn,1,17935,england-Game4,Game4-england-russia-24,Truth,Truth,russia-Game4,628,25,1902,4,3,-1,Straightforward,16,70
Game4-england-russia,Game4-england-russia-23,625,I think our alliance with France has great potential.,1,17933,russia-Game4,Game4-england-russia-22,Truth,Lie,england-Game4,625,23,1902,5,6,1,Cassandra,9,53
Game4-england-russia,Game4-england-russia-20,619,I'm assuming I'm supporting Ska into Denmark?,1,17929,russia-Game4,Game4-england-russia-19,Truth,Truth,england-Game4,619,20,1902,5,6,1,Straightforward,7,45
Game4-england-russia,Game4-england-russia-15,548,"If I support you into Denmark, and you move your fleet west, we will both have one troop in that area.",1,17922,russia-Game4,Game4-england-russia-14,Truth,Truth,england-Game4,548,15,1902,5,6,1,Straightforward,21,102
Game4-england-russia,Game4-england-russia-15,548,I really don't like the look of all three of your fleets hovering over Scandinavia.,1,17921,russia-Game4,Game4-england-russia-14,Truth,Truth,england-Game4,548,15,1902,5,6,1,Straightforward,15,83
Game4-england-russia,Game4-england-russia-15,548,"I would be willing to support you into Denmark, if  you move your fleet in the Norwegian west.",0,17920,russia-Game4,Game4-england-russia-14,Truth,Truth,england-Game4,548,15,1902,5,6,1,Straightforward,18,94
Game4-england-russia,Game4-england-russia-15,548,"I love the alliance between you me and France, but taking Denmark doesn't really benefit anybody but you.",1,17919,russia-Game4,Game4-england-russia-14,Truth,Truth,england-Game4,548,15,1902,5,6,1,Straightforward,18,105
Game4-england-russia,Game4-england-russia-15,548,"I'm willing to help you take Denmark, but I am going to need something in return.",0,17918,russia-Game4,Game4-england-russia-14,Truth,Truth,england-Game4,548,15,1902,5,6,1,Straightforward,16,81
Game4-england-russia,Game4-england-russia-15,548,I'm a bit confused here.,1,17917,russia-Game4,Game4-england-russia-14,Truth,Truth,england-Game4,548,15,1902,5,6,1,Straightforward,5,24
Game4-england-russia,Game4-england-russia-14,452,"I'm moving one of my fleets into Nor just because its not good form to leave an undefended supply center, but the denmark fleet will move west soon so we'll be back to one fleet each in the region",0,17916,england-Game4,Game4-england-russia-13,Truth,Lie,russia-Game4,452,14,1902,4,3,-1,Cassandra,39,196
Game4-england-russia,Game4-england-russia-14,452,Alright just a reminder to support Ska into Denmark so I don't bounce.,0,17915,england-Game4,Game4-england-russia-13,Truth,Lie,russia-Game4,452,14,1902,4,3,-1,Cassandra,13,70
Game4-england-russia,Game4-england-russia-10,379,"We share an Iberian ally, and that ally would love it if we took denmark this turn.",1,17908,england-Game4,Game4-england-russia-9,Truth,Truth,russia-Game4,379,10,1902,4,3,-1,Straightforward,17,83
Game4-england-russia,Game4-england-russia-6,267,"As long as you don't convoy your army across, we should be good/",1,17903,russia-Game4,Game4-england-russia-5,Truth,Truth,england-Game4,267,6,1901,4,5,1,Straightforward,13,64
Game4-england-russia,Game4-england-russia-6,267,It is a pretty typical opening now that  I think about it.,1,17902,russia-Game4,Game4-england-russia-5,Truth,Truth,england-Game4,267,6,1901,4,5,1,Straightforward,12,58
Game4-england-russia,Game4-england-russia-4,204,Whats up with that anti - Russian start?,0,17897,russia-Game4,Game4-england-russia-3,Truth,Truth,england-Game4,204,4,1901,4,5,1,Straightforward,8,40
Game4-england-russia,Game4-england-russia-2,66,I'll move my fleet into Nwy and we can have a grand ole time.,1,17893,england-Game4,Game4-england-russia-1,Truth,Truth,russia-Game4,66,2,1901,3,2,-1,Straightforward,14,61
Game4-england-russia,Game4-england-russia-2,66,That appears to be how things are going.,1,17892,england-Game4,Game4-england-russia-1,Truth,Truth,russia-Game4,66,2,1901,3,2,-1,Straightforward,8,40
Game4-england-russia,Game4-england-russia-1,60,Looking forwards to a great game with you!,1,17889,russia-Game4,Game4-england-russia-0,Truth,Truth,england-Game4,60,1,1901,4,5,1,Straightforward,8,42
Game4-turkey-russia,Game4-turkey-russia-2,61,Looking forwards to a great game with you!,0,17889,russia-Game4,Game4-turkey-russia-1,Truth,Truth,turkey-Game4,61,2,1901,4,5,1,Straightforward,8,42
Game4-england-russia,Game4-england-russia-1,60,"I would be willing to give you unaposed access to Nwy if you agree to this (I won't move Mos-Stp, then Stp-Nor for a stand-off).",1,17888,russia-Game4,Game4-england-russia-0,Truth,Truth,england-Game4,60,1,1901,4,5,1,Straightforward,25,128
Game4-england-russia,Game4-england-russia-1,60,I would preffer if you went there with a fleet instead of a unit.,1,17887,russia-Game4,Game4-england-russia-0,Truth,Truth,england-Game4,60,1,1901,4,5,1,Straightforward,14,65
Game4-england-russia,Game4-england-russia-1,60,If we could share that would be great!,1,17886,russia-Game4,Game4-england-russia-0,Truth,Truth,england-Game4,60,1,1901,4,5,1,Straightforward,8,38
Game4-england-russia,Game4-england-russia-1,60,"I'm assumimg that you're planning on heading to Nwy, and Germany would go to Denmark.",1,17885,russia-Game4,Game4-england-russia-0,Truth,Truth,england-Game4,60,1,1901,4,5,1,Straightforward,15,85
Game4-austria-france,Game4-austria-france-88,1499,"wait wait wait, you can retreat Serbia to Greece!",0,17883,france-Game4,Game4-austria-france-87,Truth,Truth,austria-Game4,1499,88,1907,15,28,13,Straightforward,9,49
Game4-austria-france,Game4-austria-france-77,1331,"If you support Budapest to hold with Serbia and Turkey cuts Rumania, you'll keep Budapest: otherwise you probably will lose it to Russia",0,17880,france-Game4,Game4-austria-france-76,Truth,Truth,austria-Game4,1331,77,1906,12,21,9,Straightforward,23,136
