feature_politeness_==Please==,feature_politeness_==Please_start==,feature_politeness_==HASHEDGE==,feature_politeness_==Indirect_(btw)==,feature_politeness_==Hedges==,feature_politeness_==Factuality==,feature_politeness_==Deference==,feature_politeness_==Gratitude==,feature_politeness_==Apologizing==,feature_politeness_==1st_person_pl.==,feature_politeness_==1st_person==,feature_politeness_==1st_person_start==,feature_politeness_==2nd_person==,feature_politeness_==2nd_person_start==,feature_politeness_==Indirect_(greeting)==,feature_politeness_==Direct_question==,feature_politeness_==Direct_start==,feature_politeness_==HASPOSITIVE==,feature_politeness_==HASNEGATIVE==,feature_politeness_==SUBJUNCTIVE==,feature_politeness_==INDICATIVE==,Input.deception_quadrant,Input.deception_quadrant_cat,affcon_gamemove,affcon_reasoning,affcon_rapport,affcon_shareinformation,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,Straightforward,1,1,1,1,1,14,68.29,92.33,13.15,25.77,14,7.14,85.71,64.29,21.43,14.29,7.14,7.14,0,0,0,7.14,14.29,14.29,14.29,0,7.14,0,21.43,7.14,7.14,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,7.14,0,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,7.14,7.14,0,0,0,0,0,7.14,7.14,7.14,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,7.14,0,0,0,0,7.14,0,0,0,0,0,0
0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Straightforward,1,0,0,0,0,15,52.71,97.69,1,99,15,20,80,53.33,6.67,6.67,0,6.67,0,0,0,0,6.67,13.33,13.33,13.33,6.67,0,13.33,0,0,0,0,0,13.33,13.33,0,0,0,0,13.33,0,6.67,0,0,13.33,6.67,0,6.67,13.33,0,0,0,0,0,0,0,0,0,0,0,13.33,13.33,0,0,0,0,0,20,6.67,6.67,0,6.67,0,0,0,0,0,0,0,6.67,0,6.67,0,0,0,6.67,0,6.67,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,Straightforward,1,1,1,1,1,31,14.95,25.93,90.96,25.77,31,16.13,83.87,64.52,9.68,6.45,3.23,0,3.23,0,0,3.23,3.23,16.13,19.35,9.68,9.68,6.45,29.03,3.23,3.23,3.23,0,0,0,0,0,0,0,0,12.9,0,0,0,0,22.58,3.23,0,3.23,3.23,6.45,12.9,0,0,0,0,0,0,0,0,0,6.45,6.45,0,6.45,0,0,0,19.35,6.45,12.9,9.68,0,6.45,0,0,0,0,0,0,0,0,0,0,0,0,19.35,3.23,3.23,0,0,0,0,0,0,0,6.45,6.45
0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,Straightforward,1,1,1,1,1,46,76.43,98.44,94.19,66.89,46,13.04,86.96,52.17,15.22,13.04,0,2.17,10.87,0,0,2.17,6.52,15.22,8.7,2.17,6.52,0,21.74,6.52,2.17,0,4.35,2.17,2.17,2.17,0,0,0,0,13.04,0,0,0,0,21.74,8.7,4.35,4.35,0,0,4.35,0,0,0,0,0,0,0,0,0,6.52,2.17,4.35,0,0,0,2.17,13.04,2.17,21.74,4.35,10.87,6.52,4.35,0,0,0,0,0,2.17,0,0,0,2.17,0,8.7,2.17,4.35,2.17,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Straightforward,1,0,1,0,1,13,82.82,1.07,99,25.77,13,0,76.92,61.54,7.69,7.69,7.69,0,0,0,0,0,7.69,30.77,7.69,7.69,15.38,7.69,23.08,7.69,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.38,7.69,23.08,15.38,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,7.69,0,0
0,0,1,0,1,0,0,0,0,1,1,1,1,1,0,0,1,1,1,0,0,Straightforward,1,0,1,1,0,15,52.71,97.69,82.75,25.77,15,13.33,66.67,40,13.33,13.33,6.67,6.67,0,0,0,0,0,13.33,6.67,0,13.33,0,20,0,0,0,0,0,0,0,0,0,0,0,20,0,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,6.67,0,0,0,13.33,6.67,20,6.67,13.33,0,0,0,0,0,0,0,0,0,0,0,0,0,20,6.67,6.67,0,0,0,0,0,0,6.67,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Straightforward,1,1,1,1,0,7,68.29,7.67,99,25.77,7,14.29,71.43,57.14,28.57,14.29,14.29,0,0,0,0,14.29,14.29,14.29,14.29,0,0,0,28.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,14.29,0,0,0,28.57,0,28.57,14.29,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,28.57,14.29,0,0,0,0,0,0,0,14.29,0,0
0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,Straightforward,1,0,1,0,1,43,50.06,24.26,77.74,25.77,43,16.28,83.72,53.49,13.95,9.3,4.65,0,4.65,0,0,4.65,2.33,18.6,9.3,2.33,11.63,4.65,16.28,9.3,6.98,0,2.33,0,0,0,0,0,0,0,4.65,0,0,0,0,25.58,2.33,4.65,11.63,2.33,2.33,6.98,2.33,2.33,0,0,0,0,0,0,0,9.3,0,6.98,2.33,4.65,0,0,11.63,0,23.26,11.63,9.3,4.65,2.33,0,0,0,0,0,0,0,0,0,0,0,11.63,2.33,6.98,0,0,0,0,2.33,0,0,0,0
0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,Straightforward,1,1,1,1,1,29,50.74,99,99,85.87,29,10.34,93.1,65.52,17.24,17.24,0,3.45,6.9,0,6.9,0,6.9,17.24,17.24,3.45,6.9,0,24.14,6.9,3.45,0,0,0,3.45,3.45,0,0,0,0,17.24,0,0,0,0,6.9,3.45,0,0,3.45,0,3.45,0,0,0,0,0,0,0,0,0,17.24,3.45,6.9,3.45,6.9,0,3.45,13.79,6.9,31.03,13.79,13.79,6.9,0,0,0,0,0,0,0,0,0,0,0,0,6.9,0,3.45,0,0,3.45,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Straightforward,1,1,1,1,1,7,1,92.33,1,99,7,14.29,100,57.14,14.29,0,0,0,0,0,0,14.29,0,0,28.57,14.29,0,0,28.57,14.29,0,0,0,0,28.57,28.57,0,0,0,0,14.29,0,0,0,0,14.29,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,14.29,14.29,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,14.29,0,28.57,0,14.29,0,0,0,14.29,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,Straightforward,1,1,1,1,1,18,46.37,50,99,98.27,18,0,77.78,50,16.67,16.67,11.11,0,5.56,0,0,0,0,22.22,11.11,11.11,5.56,0,27.78,5.56,5.56,0,0,5.56,5.56,5.56,0,0,0,0,5.56,0,0,0,0,5.56,0,0,0,5.56,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,5.56,5.56,0,11.11,16.67,5.56,27.78,11.11,11.11,11.11,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,11.11,0,0
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Straightforward,1,0,1,1,1,19,86.88,50,1,25.77,19,15.79,84.21,57.89,5.26,5.26,5.26,0,0,0,0,0,15.79,10.53,5.26,10.53,10.53,0,10.53,5.26,0,0,0,5.26,10.53,5.26,5.26,0,5.26,0,5.26,0,0,0,0,15.79,0,0,5.26,15.79,0,0,0,0,0,0,0,0,0,0,0,10.53,0,0,0,10.53,0,0,10.53,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,Straightforward,1,1,1,1,1,30,89.57,63.05,10.08,25.77,30,13.33,70,46.67,10,10,3.33,3.33,3.33,0,0,0,0,23.33,10,0,3.33,3.33,23.33,0,0,0,6.67,0,0,0,0,0,0,0,6.67,0,0,0,0,16.67,0,3.33,6.67,0,3.33,3.33,0,0,0,0,0,0,0,0,0,3.33,3.33,0,0,0,0,0,20,3.33,13.33,6.67,3.33,3.33,0,0,0,0,0,0,0,0,0,0,0,0,10,3.33,3.33,0,0,0,0,0,0,3.33,0,0
0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,Straightforward,1,0,0,1,0,11,4.01,50,2.4,25.77,11,0,90.91,54.55,27.27,18.18,9.09,0,9.09,0,0,9.09,9.09,0,18.18,0,9.09,0,27.27,0,0,0,0,9.09,0,0,0,0,0,0,9.09,0,0,0,0,18.18,0,0,9.09,9.09,9.09,9.09,18.18,9.09,9.09,0,9.09,9.09,0,0,0,9.09,0,9.09,0,0,0,0,27.27,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.27,9.09,9.09,0,0,0,0,0,0,9.09,0,0
0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,Straightforward,1,1,1,1,1,31,78.98,97.31,96.96,25.77,31,25.81,87.1,61.29,16.13,16.13,3.23,0,12.9,0,0,0,9.68,16.13,0,12.9,6.45,0,12.9,0,0,0,0,0,0,0,0,0,0,0,12.9,0,0,0,0,12.9,0,0,3.23,9.68,3.23,3.23,0,0,0,0,0,0,0,0,0,3.23,0,3.23,0,0,0,3.23,9.68,0,29.03,6.45,22.58,6.45,0,0,0,0,0,0,0,0,0,0,0,0,12.9,3.23,9.68,0,0,0,0,0,0,0,0,0
0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,Straightforward,1,0,0,0,0,7,1,1,13.15,25.77,7,14.29,100,85.71,28.57,14.29,14.29,0,0,0,0,14.29,0,0,28.57,14.29,14.29,0,42.86,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,28.57,0,0,28.57,14.29,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,14.29,0,14.29,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,14.29,0,0,0,0,0,0
0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,Straightforward,1,1,0,1,0,23,16.15,33.19,80.16,1,23,43.48,73.91,60.87,13.04,13.04,8.7,4.35,0,0,0,0,4.35,13.04,8.7,8.7,17.39,4.35,8.7,4.35,4.35,0,0,0,4.35,0,4.35,0,4.35,0,13.04,0,0,0,0,21.74,0,4.35,0,0,8.7,8.7,0,0,0,0,0,0,0,0,0,8.7,4.35,4.35,0,0,0,8.7,0,4.35,8.7,0,8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,21.74,4.35,13.04,0,0,0,0,0,0,4.35,0,0
0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,0,0,Straightforward,1,1,1,1,1,10,93.26,97.69,43.37,25.77,10,10,80,60,20,10,0,0,10,0,0,10,10,20,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,10,10,0,10,0,0,0,0,0,0,0,0,0,0,0,20,10,10,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,0,0,Straightforward,1,0,0,0,0,9,1,86.68,58.07,25.77,9,11.11,100,66.67,55.56,33.33,22.22,0,11.11,0,0,22.22,0,11.11,11.11,0,0,0,44.44,0,0,11.11,0,0,0,0,0,0,0,0,22.22,0,0,0,0,22.22,11.11,0,11.11,0,0,0,11.11,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,11.11,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,11.11,11.11,0,0,0,0,0,0,11.11,0,0
0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,Straightforward,1,1,,,,33,95.64,88.71,2.4,99,33,12.12,69.7,45.45,12.12,6.06,0,3.03,3.03,0,0,6.06,6.06,21.21,6.06,0,6.06,0,18.18,3.03,3.03,3.03,0,0,12.12,9.09,3.03,0,0,0,9.09,0,0,0,0,12.12,0,6.06,0,0,3.03,3.03,0,0,0,0,3.03,0,0,0,3.03,3.03,3.03,0,0,0,0,0,21.21,0,6.06,0,6.06,0,0,0,0,0,0,0,0,0,0,0,0,0,15.15,3.03,3.03,0,0,0,0,6.06,0,3.03,0,0
0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,Straightforward,1,1,1,1,1,21,96.66,17.04,99,25.77,21,9.52,76.19,57.14,14.29,9.52,9.52,0,0,0,0,4.76,4.76,28.57,9.52,4.76,0,0,28.57,4.76,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.52,4.76,0,4.76,0,0,0,0,0,0,0,0,0,0,0,0,4.76,0,0,4.76,0,0,0,23.81,4.76,33.33,9.52,14.29,9.52,0,0,0,0,0,0,0,0,0,0,0,0,9.52,0,4.76,0,0,0,0,0,0,4.76,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Straightforward,1,1,1,1,1,14,83.81,76.25,99,25.77,14,0,100,57.14,21.43,14.29,7.14,0,7.14,0,0,7.14,14.29,14.29,14.29,0,0,0,35.71,7.14,0,0,0,7.14,0,0,0,0,0,0,7.14,0,0,0,0,7.14,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,0,0,0,7.14,0,7.14,14.29,7.14,28.57,7.14,14.29,7.14,7.14,0,0,0,0,0,0,0,0,0,0,0,14.29,0,7.14,0,0,0,0,0,0,7.14,0,0
0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,Straightforward,1,0,0,0,0,19,12.81,99,50.35,99,19,15.79,84.21,52.63,15.79,15.79,0,10.53,5.26,0,0,0,0,10.53,5.26,10.53,15.79,0,15.79,5.26,5.26,0,5.26,0,10.53,10.53,0,0,0,0,15.79,0,0,0,0,5.26,0,0,5.26,5.26,0,5.26,0,0,0,0,5.26,5.26,0,0,0,10.53,10.53,0,0,0,0,0,15.79,0,21.05,10.53,5.26,5.26,0,0,0,0,0,0,5.26,0,0,0,5.26,0,15.79,0,10.53,0,0,0,0,5.26,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Straightforward,1,0,,0,0,8,11.86,99,1,99,8,12.5,100,37.5,12.5,0,0,0,0,0,0,12.5,0,0,12.5,12.5,0,0,25,0,0,0,0,12.5,12.5,12.5,0,0,0,0,37.5,0,0,0,0,25,0,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,37.5,37.5,0,0,0,0,0,12.5,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Straightforward,1,1,1,0,1,13,99,50,1.4,25.77,13,0,76.92,38.46,7.69,0,0,0,0,0,0,7.69,0,30.77,0,0,0,0,23.08,7.69,7.69,0,0,15.38,0,0,0,0,0,0,0,0,0,0,0,23.08,0,0,0,15.38,7.69,0,0,0,0,0,0,0,0,0,0,23.08,0,7.69,0,15.38,0,7.69,7.69,0,7.69,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,15.38,0,0,0,0,7.69,0,0,0,0,0,7.69
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,Straightforward,1,1,1,1,1,9,93.26,98.62,58.07,25.77,9,0,77.78,44.44,22.22,11.11,0,0,11.11,0,0,11.11,0,22.22,0,0,0,0,22.22,0,11.11,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,11.11,11.11,0,0,0,0,0,0,0,22.22,0,0,11.11,11.11,0,11.11,11.11,0,22.22,0,11.11,11.11,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,11.11,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Straightforward,1,1,1,1,1,19,86.88,29.92,50.35,25.77,19,0,89.47,68.42,5.26,5.26,0,0,0,0,5.26,0,10.53,21.05,10.53,10.53,5.26,5.26,26.32,5.26,0,0,0,0,0,0,0,0,0,0,10.53,0,0,0,0,21.05,0,0,5.26,5.26,0,10.53,5.26,0,5.26,0,0,0,0,0,0,5.26,0,5.26,0,0,0,0,15.79,0,15.79,5.26,10.53,0,0,0,0,0,0,0,0,0,0,0,0,0,10.53,0,5.26,0,0,0,0,0,0,5.26,0,0
0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,Straightforward,1,1,1,1,1,25,30.73,65.56,43.37,99,25,16,92,56,12,12,4,0,4,0,4,0,4,12,16,4,12,0,16,12,8,0,0,4,8,8,0,0,0,0,12,0,0,0,0,32,4,4,8,24,0,8,0,0,0,0,0,0,0,0,0,12,0,4,8,0,0,0,16,8,12,4,4,8,0,0,0,4,0,0,0,0,0,0,0,0,8,4,4,0,0,0,0,0,0,0,0,0
0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,Straightforward,1,1,1,1,1,13,43.96,77.92,99,25.77,13,23.08,92.31,69.23,23.08,15.38,7.69,0,7.69,0,0,7.69,7.69,15.38,15.38,7.69,0,0,23.08,0,0,7.69,0,0,0,0,0,0,0,0,7.69,0,0,0,0,7.69,7.69,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.38,0,0,23.08,0,23.08,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,7.69,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,Straightforward,1,1,0,1,1,9,4.69,98.62,98.01,25.77,9,11.11,77.78,44.44,22.22,22.22,11.11,0,11.11,0,0,0,0,0,11.11,0,11.11,0,33.33,0,0,0,0,0,0,0,0,0,0,0,22.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.22,0,11.11,22.22,11.11,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,11.11,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,Straightforward,1,1,1,1,1,12,18.82,50,99,25.77,12,16.67,75,50,33.33,33.33,16.67,8.33,0,0,8.33,0,0,8.33,0,0,8.33,0,16.67,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,16.67,0,8.33,0,0,0,8.33,0,0,0,0,0,0,0,0,0,8.33,8.33,0,0,0,0,16.67,0,0,25,8.33,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,Straightforward,1,0,1,1,1,19,1,99,96.09,99,19,5.26,94.74,73.68,31.58,21.05,5.26,0,15.79,0,0,10.53,0,5.26,15.79,15.79,5.26,0,15.79,5.26,5.26,10.53,0,5.26,10.53,10.53,0,0,0,0,26.32,0,0,0,0,21.05,10.53,5.26,0,0,0,5.26,0,0,0,0,0,0,0,0,0,5.26,0,0,0,0,5.26,5.26,31.58,0,10.53,0,5.26,5.26,0,0,0,0,0,0,5.26,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Straightforward,1,1,1,1,1,5,8.69,50,99,25.77,5,0,60,60,20,0,0,0,0,0,0,20,0,20,20,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,40,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,60,20,20,0,0,0,0,0,0,20,0,0
0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Straightforward,1,1,1,1,1,32,85.32,94.08,55.79,99,32,25,87.5,43.75,9.38,6.25,0,6.25,0,0,0,3.12,6.25,12.5,6.25,9.38,0,0,12.5,3.12,0,3.12,0,9.38,9.38,9.38,0,0,0,0,15.62,0,0,0,0,25,3.12,3.12,3.12,6.25,3.12,6.25,0,0,0,0,0,0,0,0,0,18.75,15.62,3.12,3.12,0,0,0,15.62,0,15.62,0,12.5,3.12,0,3.12,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,3.12,0,3.12,0,0,0,0
0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Straightforward,1,1,1,1,1,17,27.29,88.03,66.34,99,17,0,94.12,58.82,23.53,11.76,0,11.76,0,0,0,11.76,5.88,11.76,11.76,5.88,0,5.88,5.88,5.88,0,0,5.88,5.88,11.76,11.76,0,0,0,0,11.76,0,0,0,0,5.88,0,0,0,0,0,5.88,0,0,0,0,0,0,0,0,0,11.76,11.76,0,0,0,0,0,11.76,0,17.65,0,11.76,5.88,0,0,0,0,0,5.88,11.76,0,0,5.88,5.88,0,11.76,0,5.88,0,0,5.88,0,0,0,0,0,0
0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Straightforward,1,1,1,1,1,39,36.88,69.6,88.5,25.77,39,10.26,82.05,51.28,15.38,10.26,2.56,0,0,0,7.69,5.13,2.56,12.82,7.69,7.69,5.13,5.13,28.21,2.56,2.56,2.56,0,0,0,0,0,0,0,0,17.95,0,0,0,0,15.38,2.56,2.56,0,2.56,2.56,5.13,2.56,0,2.56,0,0,0,0,0,0,5.13,2.56,2.56,0,0,0,2.56,23.08,2.56,17.95,5.13,10.26,2.56,0,0,0,0,0,0,0,0,0,0,0,0,10.26,2.56,7.69,0,0,0,0,0,0,0,0,0
0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Straightforward,1,1,1,1,1,11,80.14,96.52,31.94,99,11,27.27,90.91,63.64,18.18,18.18,0,0,9.09,0,9.09,0,0,27.27,18.18,0,0,0,27.27,0,0,0,0,9.09,9.09,9.09,0,0,0,0,18.18,0,0,0,0,18.18,0,0,0,9.09,0,9.09,0,0,0,0,0,0,0,0,0,9.09,0,9.09,0,0,0,0,18.18,0,9.09,0,9.09,0,9.09,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,9.09,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,Straightforward,1,1,1,1,1,69,39.6,84.49,90.83,52.99,69,1.45,79.71,55.07,17.39,13.04,4.35,0,8.7,0,0,4.35,2.9,14.49,10.14,5.8,8.7,0,21.74,2.9,1.45,1.45,1.45,0,4.35,2.9,1.45,0,1.45,0,11.59,0,0,0,0,13.04,0,2.9,4.35,5.8,2.9,5.8,1.45,0,1.45,0,0,0,0,0,0,2.9,0,1.45,0,2.9,0,2.9,18.84,0,23.19,5.8,11.59,7.25,0,0,0,0,0,0,0,0,0,0,0,0,11.59,1.45,5.8,2.9,0,0,0,1.45,0,0,0,0
0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,Straightforward,1,1,1,1,1,22,69.94,67.52,61.34,99,22,9.09,95.45,68.18,18.18,13.64,4.55,0,4.55,0,4.55,4.55,9.09,18.18,9.09,0,13.64,0,18.18,0,0,0,0,0,13.64,13.64,0,0,0,0,9.09,0,0,0,0,18.18,4.55,0,4.55,9.09,4.55,4.55,4.55,0,0,4.55,0,0,0,0,0,9.09,0,4.55,4.55,9.09,0,0,13.64,4.55,13.64,4.55,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,4.55,4.55,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,Straightforward,1,1,0,,1,14,5.89,50,1,25.77,7,21.43,71.43,50,7.14,0,0,0,0,0,0,7.14,0,7.14,21.43,7.14,14.29,0,28.57,7.14,7.14,0,0,0,14.29,7.14,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,7.14,0,0,0,0,0,0,0,7.14,0,0,0,0,7.14,7.14,21.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.86,21.43,14.29,0,0,7.14,0,0,0,0,0,0
0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,Straightforward,1,,,,1,18,18.82,50,98.01,98.27,18,11.11,83.33,55.56,16.67,16.67,5.56,0,0,0,11.11,0,0,22.22,5.56,11.11,22.22,0,16.67,22.22,11.11,0,0,0,5.56,5.56,0,0,0,0,11.11,0,0,0,0,11.11,5.56,0,0,0,0,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,5.56,16.67,5.56,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56,5.56,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Straightforward,1,1,1,1,1,7,5.89,99,89.63,25.77,7,14.29,85.71,57.14,14.29,14.29,0,0,14.29,0,0,0,0,14.29,14.29,28.57,0,0,42.86,0,0,14.29,0,0,0,0,0,0,0,0,28.57,0,0,0,0,0,0,0,0,0,0,0,14.29,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,14.29,28.57,0,28.57,14.29,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,14.29,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,Straightforward,1,1,1,1,1,12,38.6,79.76,99,25.77,12,8.33,83.33,58.33,25,16.67,8.33,0,0,0,8.33,8.33,0,16.67,8.33,8.33,0,0,25,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,8.33,0,0,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,33.33,8.33,25,8.33,0,0,0,0,0,0,0,0,0,0,0,0,8.33,8.33,0,0,0,0,0,0,0,0,0,0
0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,Straightforward,1,1,1,0,1,25,30.73,11.52,87.83,91.14,25,0,84,64,12,8,4,0,0,0,4,4,0,20,8,12,16,0,20,0,0,0,0,0,4,4,0,0,0,0,8,0,0,0,0,16,0,0,12,12,0,16,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,20,4,12,4,0,0,0,0,0,0,4,0,0,4,0,0,8,4,4,0,0,0,0,0,0,0,0,0
